#	x	|	y	|	demand	|	numItems	|	l	-	w	(for	each	item)
9.0	-6.0	47.0	1	6	12									
-10.0	-5.0	42.0	1	17	3									
-8.0	-5.0	47.0	1	4	10									
-6.0	-5.0	52.0	2	25	3	32	2							
-4.0	-5.0	60.0	1	14	7									
-2.0	-5.0	69.0	1	19	3									
0.0	-5.0	81.0	2	4	8	24	3							
2.0	-5.0	69.0	1	17	6									
4.0	-5.0	60.0	1	5	9									
6.0	-5.0	52.0	2	8	17	18	4							
8.0	-5.0	47.0	1	12	5									
10.0	-5.0	42.0	2	7	14	16	3							
-11.0	-4.0	39.0	1	23	2									
-9.0	-4.0	42.0	2	15	9	15	6							
-7.0	-4.0	47.0	1	25	2									
-5.0	-4.0	52.0	1	18	5									
-3.0	-4.0	60.0	1	11	6									
-1.0	-4.0	69.0	2	25	4	13	4							
1.0	-4.0	69.0	2	19	8	5	8							
3.0	-4.0	60.0	2	11	8	31	3							
5.0	-4.0	52.0	2	6	15	19	5							
7.0	-4.0	47.0	1	4	8									
9.0	-4.0	42.0	2	11	10	30	3							
11.0	-4.0	39.0	2	23	3	32	2							
-12.0	-3.0	36.0	1	6	18									
-10.0	-3.0	39.0	2	20	9	22	3							
-8.0	-3.0	42.0	2	6	16	17	4							
-6.0	-3.0	47.0	1	19	7									
-4.0	-3.0	52.0	2	31	3	29	3							
-2.0	-3.0	60.0	1	28	4									
0.0	-3.0	69.0	2	19	8	25	4							
2.0	-3.0	60.0	1	12	5									
4.0	-3.0	52.0	2	15	9	33	3							
6.0	-3.0	47.0	1	28	3									
8.0	-3.0	42.0	1	14	8									
10.0	-3.0	39.0	1	17	4									
12.0	-3.0	36.0	1	6	14									
-13.0	-2.0	33.0	2	5	10	11	7							
-11.0	-2.0	36.0	1	17	5									
-9.0	-2.0	39.0	1	27	3									
-7.0	-2.0	42.0	1	10	4									
-5.0	-2.0	47.0	2	5	17	7	11							
-3.0	-2.0	52.0	1	18	4									
-1.0	-2.0	60.0	2	9	8	9	5							
1.0	-2.0	60.0	1	29	3									
3.0	-2.0	52.0	2	5	14	29	4							
5.0	-2.0	47.0	2	5	15	16	7							
7.0	-2.0	42.0	2	11	7	27	4							
9.0	-2.0	39.0	2	15	10	35	4							
11.0	-2.0	36.0	1	4	11									
13.0	-2.0	33.0	2	16	10	8	5							
-14.0	-1.0	31.0	1	8	13									
-12.0	-1.0	33.0	1	6	11									
-10.0	-1.0	36.0	2	5	12	12	4							
-8.0	-1.0	39.0	1	7	9									
-6.0	-1.0	42.0	1	9	8									
-4.0	-1.0	47.0	1	26	3									
-2.0	-1.0	52.0	1	19	8									
0.0	-1.0	60.0	2	7	12	9	8							
2.0	-1.0	52.0	1	26	4									
4.0	-1.0	47.0	2	29	3	30	2							
6.0	-1.0	42.0	2	6	10	15	5							
8.0	-1.0	39.0	1	8	13									
10.0	-1.0	36.0	2	10	6	22	3							
12.0	-1.0	33.0	2	10	5	20	4							
14.0	-1.0	31.0	1	5	16									
-15.0	0.0	29.0	2	6	14	30	2							
-13.0	0.0	31.0	1	21	3									
-11.0	0.0	33.0	2	20	8	24	2							
-9.0	0.0	36.0	1	19	4									
-7.0	0.0	39.0	2	6	13	23	4							
-5.0	0.0	42.0	2	17	7	16	2							
-3.0	0.0	47.0	1	14	10									
-1.0	0.0	52.0	1	34	3									
1.0	0.0	52.0	2	17	5	11	4							
3.0	0.0	47.0	2	8	16	8	12							
5.0	0.0	42.0	1	5	14									
7.0	0.0	39.0	2	7	10	17	3							
9.0	0.0	36.0	2	32	2	28	2							
11.0	0.0	33.0	1	22	3									
13.0	0.0	31.0	1	19	2									
15.0	0.0	29.0	2	5	13	25	4							
-14.0	1.0	29.0	2	7	9	11	4							
-12.0	1.0	31.0	2	16	10	26	3							
-10.0	1.0	33.0	1	23	3									
-8.0	1.0	36.0	2	8	14	18	9							
-6.0	1.0	39.0	2	9	9	21	2							
-4.0	1.0	42.0	1	13	5									
-2.0	1.0	47.0	2	5	13	18	4							
0.0	1.0	52.0	2	10	5	17	4							
2.0	1.0	47.0	1	6	13									
4.0	1.0	42.0	1	21	2									
6.0	1.0	39.0	2	19	7	20	5							
8.0	1.0	36.0	2	15	9	20	8							
10.0	1.0	33.0	2	7	13	7	12							
12.0	1.0	31.0	2	7	16	4	16							
14.0	1.0	29.0	2	24	3	30	2							
-13.0	2.0	29.0	2	6	11	23	3							
-11.0	2.0	31.0	2	17	8	9	8							
-9.0	2.0	33.0	2	4	11	14	9							
-7.0	2.0	36.0	1	23	2									
-5.0	2.0	39.0	2	8	10	16	8							
-3.0	2.0	42.0	1	7	11									
-1.0	2.0	47.0	2	14	9	21	3							
1.0	2.0	47.0	2	7	13	11	9							
3.0	2.0	42.0	1	6	17									
5.0	2.0	39.0	2	8	12	33	4							
7.0	2.0	36.0	1	30	3									
9.0	2.0	33.0	2	5	14	22	2							
11.0	2.0	31.0	1	6	10									
13.0	2.0	29.0	1	33	2									
-12.0	3.0	29.0	1	5	10									
-10.0	3.0	31.0	1	23	2									
-8.0	3.0	33.0	1	17	7									
-6.0	3.0	36.0	2	19	4	20	3							
-4.0	3.0	39.0	2	6	16	28	3							
-2.0	3.0	42.0	1	18	4									
0.0	3.0	47.0	1	31	3									
2.0	3.0	42.0	1	17	5									
4.0	3.0	39.0	1	19	4									
6.0	3.0	36.0	2	17	9	16	6							
8.0	3.0	33.0	2	8	17	6	8							
10.0	3.0	31.0	1	32	2									
12.0	3.0	29.0	1	35	3									
-11.0	4.0	29.0	2	19	8	29	3							
-9.0	4.0	31.0	2	7	18	6	18							
-7.0	4.0	33.0	1	7	11									
-5.0	4.0	36.0	2	7	17	5	12							
-3.0	4.0	39.0	2	15	9	12	5							
-1.0	4.0	42.0	2	5	15	33	3							
1.0	4.0	42.0	2	15	6	10	5							
3.0	4.0	39.0	2	15	7	21	4							
5.0	4.0	36.0	1	20	3									
7.0	4.0	33.0	1	4	15									
9.0	4.0	31.0	2	7	13	18	5							
11.0	4.0	29.0	1	25	3									
-10.0	5.0	29.0	1	12	7									
-8.0	5.0	31.0	1	17	8									
-6.0	5.0	33.0	2	6	12	5	10							
-4.0	5.0	36.0	2	7	9	16	7							
-2.0	5.0	39.0	1	6	10									
0.0	5.0	42.0	2	13	9	18	3							
2.0	5.0	39.0	2	19	6	24	3							
4.0	5.0	36.0	1	19	4									
6.0	5.0	33.0	2	8	10	6	9							
8.0	5.0	31.0	2	6	16	15	6							
10.0	5.0	29.0	1	16	9									
-9.0	6.0	29.0	1	5	17									
-7.0	6.0	31.0	2	5	16	11	10							
-5.0	6.0	33.0	2	6	9	34	3							
-3.0	6.0	36.0	1	6	16									
-1.0	6.0	39.0	1	9	7									
1.0	6.0	39.0	1	5	13									
3.0	6.0	36.0	1	23	2									
5.0	6.0	33.0	2	5	14	19	7							
7.0	6.0	31.0	2	8	16	16	9							
9.0	6.0	29.0	1	11	7									
-8.0	7.0	29.0	2	7	12	26	4							
-6.0	7.0	31.0	2	12	5	32	3							
-4.0	7.0	33.0	2	6	14	11	7							
-2.0	7.0	36.0	1	5	12									
0.0	7.0	39.0	1	27	4									
2.0	7.0	36.0	2	5	14	16	7							
4.0	7.0	33.0	1	26	3									
6.0	7.0	31.0	2	34	4	23	2							
8.0	7.0	29.0	2	8	13	31	4							
-7.0	8.0	29.0	1	10	4									
-5.0	8.0	31.0	1	22	2									
-3.0	8.0	33.0	1	4	14									
-1.0	8.0	36.0	1	12	4									
1.0	8.0	36.0	2	9	7	27	2							
3.0	8.0	33.0	2	17	4	20	3							
5.0	8.0	31.0	1	17	2									
7.0	8.0	29.0	1	6	9									
-6.0	9.0	29.0	2	4	14	26	4							
-4.0	9.0	31.0	2	18	7	33	3							
-2.0	9.0	33.0	2	13	7	23	2							
0.0	9.0	36.0	2	18	8	35	3							
2.0	9.0	33.0	2	14	8	26	2							
4.0	9.0	31.0	1	4	12									
6.0	9.0	29.0	2	7	13	22	4							
-5.0	10.0	29.0	2	7	11	9	6							
-3.0	10.0	31.0	2	8	9	16	7							
-1.0	10.0	33.0	2	6	17	13	5							
1.0	10.0	33.0	1	24	2									
3.0	10.0	31.0	2	7	11	20	3							
5.0	10.0	29.0	1	6	9									
-4.0	11.0	29.0	1	17	9									
-2.0	11.0	31.0	2	11	10	5	8							
0.0	11.0	33.0	1	35	3									
2.0	11.0	31.0	2	8	15	35	3							
4.0	11.0	29.0	1	5	16									
-3.0	12.0	29.0	1	15	8									
-1.0	12.0	31.0	1	12	5									
1.0	12.0	31.0	2	15	8	17	3							
3.0	12.0	29.0	2	12	8	36	2							
-2.0	13.0	29.0	1	5	15									
0.0	13.0	31.0	2	9	5	25	3							
2.0	13.0	29.0	1	12	10									
-1.0	14.0	29.0	2	9	8	21	2							
1.0	14.0	29.0	2	7	14	32	2							
0.0	15.0	29.0	1	9	5
