#	x	|	y	|	demand	|	numItems	|	l	-	w	(for	each	item)
-13.0	-2.0	33.0	3	5	10	12	3	29	2					
-11.0	-2.0	36.0	1	26	3									
-9.0	-2.0	39.0	3	7	8	18	3	19	2					
-7.0	-2.0	42.0	1	29	3									
-5.0	-2.0	47.0	2	6	6	20	4							
-3.0	-2.0	52.0	2	6	16	13	3							
-1.0	-2.0	60.0	1	11	6									
1.0	-2.0	60.0	2	9	5	23	4							
3.0	-2.0	52.0	2	8	13	12	6							
5.0	-2.0	47.0	1	5	8									
7.0	-2.0	42.0	3	7	15	8	11	13	4					
9.0	-2.0	39.0	1	5	14									
11.0	-2.0	36.0	2	13	6	10	4							
13.0	-2.0	33.0	3	16	6	18	3	17	2					
-14.0	-1.0	31.0	1	21	3									
-12.0	-1.0	33.0	3	6	12	8	10	27	4					
-10.0	-1.0	36.0	1	14	8									
-8.0	-1.0	39.0	1	14	4									
-6.0	-1.0	42.0	1	7	9									
-4.0	-1.0	47.0	1	4	15									
-2.0	-1.0	52.0	1	10	7									
0.0	-1.0	60.0	2	9	5	28	3							
2.0	-1.0	52.0	1	8	6									
4.0	-1.0	47.0	3	12	5	9	5	16	2					
6.0	-1.0	42.0	1	6	9									
8.0	-1.0	39.0	2	10	6	30	3							
10.0	-1.0	36.0	3	14	5	16	4	20	3					
12.0	-1.0	33.0	2	12	7	14	6							
14.0	-1.0	31.0	3	7	9	7	9	15	7					
-15.0	0.0	29.0	3	8	8	5	7	16	2					
-13.0	0.0	31.0	3	11	7	13	6	14	5					
-11.0	0.0	33.0	1	21	3									
-9.0	0.0	36.0	2	30	2	13	2							
-7.0	0.0	39.0	3	5	14	5	11	12	6					
-5.0	0.0	42.0	2	8	14	25	2							
-3.0	0.0	47.0	3	4	13	15	6	15	6					
-1.0	0.0	52.0	1	22	4									
1.0	0.0	52.0	1	22	4									
3.0	0.0	47.0	2	5	12	15	5							
5.0	0.0	42.0	3	4	15	5	13	11	8					
7.0	0.0	39.0	1	12	8									
9.0	0.0	36.0	2	5	7	4	7							
11.0	0.0	33.0	3	7	14	13	7	13	4					
13.0	0.0	31.0	1	23	2									
15.0	0.0	29.0	1	12	7									
-14.0	1.0	29.0	3	7	16	7	16	16	7					
-12.0	1.0	31.0	2	15	7	19	3							
-10.0	1.0	33.0	2	14	7	9	5							
-8.0	1.0	36.0	1	10	6									
-6.0	1.0	39.0	1	6	10									
-4.0	1.0	42.0	3	6	13	15	4	30	2					
-2.0	1.0	47.0	3	9	5	29	3	19	3					
0.0	1.0	52.0	2	8	8	6	8							
2.0	1.0	47.0	3	5	16	4	11	28	3					
4.0	1.0	42.0	2	5	11	26	3							
6.0	1.0	39.0	2	6	16	24	2							
8.0	1.0	36.0	2	4	13	17	3							
10.0	1.0	33.0	3	7	11	11	5	16	2					
12.0	1.0	31.0	3	5	10	4	9	6	7					
14.0	1.0	29.0	3	5	9	13	8	16	3					
-13.0	2.0	29.0	1	11	7									
-11.0	2.0	31.0	1	7	8									
-9.0	2.0	33.0	1	16	6									
-7.0	2.0	36.0	3	5	10	5	9	15	2					
-5.0	2.0	39.0	1	5	11									
-3.0	2.0	42.0	2	19	4	23	3							
-1.0	2.0	47.0	2	4	10	12	2							
1.0	2.0	47.0	2	7	8	18	4							
3.0	2.0	42.0	2	23	3	27	2							
5.0	2.0	39.0	2	7	9	21	3							
7.0	2.0	36.0	1	11	7									
9.0	2.0	33.0	2	4	10	23	4							
11.0	2.0	31.0	1	18	4									
13.0	2.0	29.0	3	5	13	7	7	18	4					
-12.0	3.0	29.0	1	32	4									
-10.0	3.0	31.0	2	5	8	16	3							
-8.0	3.0	33.0	1	5	8									
-6.0	3.0	36.0	1	5	9									
-4.0	3.0	39.0	1	10	7									
-2.0	3.0	42.0	3	4	13	12	8	18	3					
0.0	3.0	47.0	3	14	5	18	4	23	3					
2.0	3.0	42.0	3	7	15	9	8	12	6					
4.0	3.0	39.0	3	12	6	20	3	18	3					
6.0	3.0	36.0	3	30	3	17	3	25	2					
8.0	3.0	33.0	2	11	7	15	5							
10.0	3.0	31.0	3	11	8	14	6	12	6					
12.0	3.0	29.0	1	10	5									
-11.0	4.0	29.0	3	31	3	21	3	14	2					
-9.0	4.0	31.0	3	6	11	6	7	13	4					
-7.0	4.0	33.0	1	15	6									
-5.0	4.0	36.0	1	16	3									
-3.0	4.0	39.0	3	6	14	4	9	12	4					
-1.0	4.0	42.0	2	6	9	8	8							
1.0	4.0	42.0	3	8	5	23	3	18	2					
3.0	4.0	39.0	2	7	11	15	5							
5.0	4.0	36.0	2	11	8	11	7							
7.0	4.0	33.0	1	30	2									
9.0	4.0	31.0	3	6	9	6	8	26	3					
11.0	4.0	29.0	1	6	11									
-10.0	5.0	29.0	2	8	13	30	3							
-8.0	5.0	31.0	2	6	11	31	4							
-6.0	5.0	33.0	2	21	4	16	3							
-4.0	5.0	36.0	2	8	8	31	4							
-2.0	5.0	39.0	1	15	3									
0.0	5.0	42.0	1	10	4									
2.0	5.0	39.0	3	15	7	11	6	21	2					
4.0	5.0	36.0	1	17	3									
6.0	5.0	33.0	2	7	13	15	5							
8.0	5.0	31.0	2	5	10	14	5							
10.0	5.0	29.0	2	5	14	25	3							
-9.0	6.0	29.0	2	4	10	29	4							
-7.0	6.0	31.0	3	7	12	22	3	25	2					
-5.0	6.0	33.0	1	14	7									
-3.0	6.0	36.0	3	6	14	6	10	27	3					
-1.0	6.0	39.0	2	6	13	8	8							
1.0	6.0	39.0	2	7	13	7	9							
3.0	6.0	36.0	2	5	16	9	4							
5.0	6.0	33.0	1	22	4									
7.0	6.0	31.0	1	5	12									
9.0	6.0	29.0	2	23	3	32	2							
-8.0	7.0	29.0	1	10	6									
-6.0	7.0	31.0	2	8	13	29	3							
-4.0	7.0	33.0	1	5	11									
-2.0	7.0	36.0	1	6	15									
0.0	7.0	39.0	3	7	15	5	15	13	7					
2.0	7.0	36.0	3	7	6	30	3	12	2					
4.0	7.0	33.0	3	7	8	16	6	24	2					
6.0	7.0	31.0	3	14	8	11	7	15	3					
8.0	7.0	29.0	3	12	7	27	3	20	2					
-7.0	8.0	29.0	1	5	13									
-5.0	8.0	31.0	2	28	4	22	4							
-3.0	8.0	33.0	2	4	9	28	3							
-1.0	8.0	36.0	3	7	14	16	7	15	5					
1.0	8.0	36.0	2	13	4	11	4							
3.0	8.0	33.0	2	8	13	5	13							
5.0	8.0	31.0	3	7	9	4	7	9	4					
7.0	8.0	29.0	3	6	16	5	8	32	3					
-6.0	9.0	29.0	1	4	13									
-4.0	9.0	31.0	1	5	7									
-2.0	9.0	33.0	1	10	5									
0.0	9.0	36.0	2	7	11	12	4							
2.0	9.0	33.0	3	6	15	10	6	20	3					
4.0	9.0	31.0	2	9	8	14	3							
6.0	9.0	29.0	1	24	3									
-5.0	10.0	29.0	3	5	15	6	7	15	2					
-3.0	10.0	31.0	3	16	6	11	6	23	3					
-1.0	10.0	33.0	2	13	6	16	3							
1.0	10.0	33.0	2	13	6	13	2							
3.0	10.0	31.0	3	8	16	9	8	21	3					
5.0	10.0	29.0	2	13	8	17	4							
-4.0	11.0	29.0	3	22	4	23	3	19	3					
-2.0	11.0	31.0	1	5	12									
0.0	11.0	33.0	1	23	2									
2.0	11.0	31.0	3	12	8	15	6	14	6					
4.0	11.0	29.0	1	5	16									
-3.0	12.0	29.0	3	15	7	27	4	28	2					
-1.0	12.0	31.0	2	8	14	14	8							
1.0	12.0	31.0	3	4	12	14	7	26	2					
3.0	12.0	29.0	3	6	12	15	6	13	6					
-2.0	13.0	29.0	1	7	13									
0.0	13.0	31.0	1	16	3									
2.0	13.0	29.0	3	15	6	18	4	13	2					
-1.0	14.0	29.0	1	24	3									
1.0	14.0	29.0	1	19	3									
0.0	15.0	29.0	1	7	9
